,Textos_espanol,sdg,palabras
1611,"Esto está frecuentemente relacionado con el matrimonio precoz, la maternidad y otras responsabilidades de cuidado. Incluso cuando ingresan al mercado laboral, es más probable que las mujeres se vean confinadas a los trabajos más vulnerables, con frecuencia en el sector informal. Esto sugiere que abordar las barreras que limitan el acceso de las niñas y las mujeres a la educación y las oportunidades de empleo probablemente tendría efectos positivos, entre otros, también en la reducción de la brecha de género en la educación financiera, mejorando así el empoderamiento financiero de las mujeres. y bienestar",,"['mujer', 'matern', 'frecuenci', 'vulner', 'efect', 'financiero', 'tambi', 'cuidado', 'informal', 'vean', 'empleo', 'oportun', 'barrer', 'precoz', 'posit', 'reduccion', 'brech', 'empoder', 'relacion', 'mercado', 'efecto', 'frecuentemente', 'abord', 'tambien', 'acces', 'frecuencia', 'inclus', 'gener', 'probable', 'mejor', 'empoderamiento', 'ingres', 'vulnerable', 'bienestar', 'genero', 'mejorar', 'tendri', 'confin', 'educ', 'bienest', 'oportunidad', 'positivo', 'asi', 'probablemente', 'brecha', 'incluso', 'ingresar', 'educacion', 'sugier', 'sector', 'mas', 'matrimoni', 'cuid', 'abordar', 'laboral', 'sugerir', 'maternidad', 'barrera', 'trabaj', 'limit', 'trabajo', 'respons', 'nin', 'limitar', 'tendria', 'frecuent', 'financ', 'emple', 'probabl', 'nina', 'financier', 'acceso', 'relacionado', 'merc', 'confinada', 'matrimonio', 'responsabilidad']"
1612,"La seguridad del paciente también se implementa a través de mecanismos de acreditación, pero la cultura de seguridad del paciente y la implementación de políticas de seguridad varían. Estos son a menudo iniciados por la Asociación Danesa de Seguridad del Paciente. Se han establecido cuatro programas importantes para garantizar la seguridad del paciente: el Estudio Danés de Eventos Adversos en 2001, la Sociedad Danesa para la Seguridad del Paciente (DSFP), el Programa Danés de Hospitales Más Seguros y el Sistema Nacional de notificación de eventos adversos.",,"['polit', 'garantizar', 'notificacion', 'evento', 'nacional', 'vari', 'tambi', 'implementacion', 'garantiz', 'establec', 'pacient', 'implement', 'mas', 'seguridad', 'cuatro', 'acreditacion', 'socied', 'programa', 'variar', 'sociedad', 'event', 'dsfp', 'mecan', 'politica', 'asociacion', 'iniciado', 'adverso', 'cultur', 'danesar', 'trav', 'sistema', 'cuatr', 'establecido', 'segur', 'asoci', 'menud', 'danes', 'paciente', 'sistem', 'inici', 'cultura', 'importante', 'estudi', 'dán', 'seguro', 'dan', 'hospital', 'acredit', 'implementar', 'program', 'advers', 'estudio', 'import', 'tambien', 'mecanismo', 'menudo', 'notif']"
1613,"A medida que la comunidad mundial define los Objetivos de Desarrollo Sostenible (ODS) para la era posterior a 2015, hace un balance y extrae lecciones de las experiencias políticas en todo el mundo para trazar una agenda de acción con visión de futuro. Este Informe se basa en experiencias, evidencia y análisis de diversos contextos nacionales y regionales para responder a esta pregunta. Revisa los logros de las mujeres en la obtención de la igualdad ante la ley, el acceso a la educación y otros servicios sociales, en el aumento de su visibilidad como actores políticos, en la participación en el trabajo remunerado y sus beneficios, y en un mayor reconocimiento público de la escala y la gravedad de la violencia que sufren. experiencia. Pero también pregunta por qué el progreso para garantizar el disfrute práctico de una variedad de derechos económicos y sociales por parte de las mujeres ha sido tan lento y desigual entre países y entre grupos sociales.",,"['defin', 'polit', 'publico', 'aument', 'mujer', 'economico', 'experient', 'remunerado', 'nacional', 'pregunt', 'mayor', 'tambi', 'objetivo', 'mundial', 'evidenciar', 'trabajar', 'accion', 'benefici', 'aumento', 'sosten', 'derecho', 'politica', 'pais', 'bas', 'graved', 'diverso', 'servicio', 'respond', 'progres', 'derech', 'sostenible', 'hacer', 'experiencia', 'particip', 'traz', 'sufr', 'tambien', 'social', 'acces', 'actor', 'variedad', 'escal', 'parte', 'public', 'definir', 'remuner', 'posterior', 'servici', 'progreso', 'futur', 'contexto', 'med', 'objet', 'inform', 'responder', 'escala', 'comun', 'revisa', 'educ', 'visibilidad', 'ser', 'futuro', 'participacion', 'context', 'informir', 'extraer', 'econom', 'logr', 'educacion', 'varied', 'agenda', 'sid', 'mund', 'agend', 'desarrollo', 'garantiz', 'leccion', 'lección', 'grupo', 'balance', 'beneficio', 'disfrutar', 'iguald', 'logro', 'trabaj', 'sufrir', 'preguntar', 'desarroll', 'practico', 'practic', 'obtencion', 'mundo', 'lento', 'garantizar', 'igualdad', 'visibil', 'divers', 'tanto', 'revis', 'grup', 'hac', 'medir', 'disfrut', 'analisis', 'trazar', 'part', 'comunidad', 'violenci', 'balanc', 'acceso', 'gravedad', 'reconoc', 'politico', 'tan', 'bás', 'país', 'evident', 'ley', 'ods', 'regional', 'vision', 'reconocimiento', 'lent', 'desigual', 'violencia', 'extra']"
1614,"Conocimiento profesional en los estándares de posgrado australianos y áreas pedagógicas básicas. Las iniciativas de política implicaron mejorar la formación docente inicial y el desarrollo profesional, desarrollar estándares docentes o un marco de competencias y vincularlos con la evaluación docente, introducir etapas de carrera para los docentes, etc. (OCDE, 2015[ij, 2013(2]) - Cada vez más estudios de en las características de calidad de la formación docente en sistemas de alto rendimiento (Darling-Hammond, Wei and Andree, 2010p), Hammerness and Klette, 2015[4j, Darling-Hammond, 2006[5|, Darling-Hammond et al., Teaching standards have también han sido examinados y comparados (Toledo, Revai and Guerriero, 2017(9), Kleinhenz and Ingvarson, 2007(|0]), y la evidencia sobre su impacto en la formación docente se extiende a un número creciente de contextos localizados (Chung and Kim, 2010(H), Tummons, 2014(i2), Page, 2015[i3j, Kriewaldt, 2012[i4], Ceulemans, Simons y Struyf, 2012[i5j].",,"['polit', 'carrera', 'iniciativa', 'docente', '0', 'ij', 'pedagogica', 'conoc', 'standards', 'tambi', 'vincularlo', 'evidenciar', 'ceuleman', 'h', 'implicar', 'pag', 'simons', 'creciente', 'sistema', 'pedagog', 'marc', 'etap', 'docent', 'inici', 'have', 'estudi', 'kleinhenz', '2010p', 'andre', 'calid', 'estudio', 'alto', 'tambien', 'inicial', 'extender', 'are', 'introducir', 'guerriero', 'guerrier', 'calidad', 'hav', 'ocde', 'mejor', 'cad', 'page', 'contexto', 'comparado', 'numer', 'caracterist', 'toled', 'carrer', 'mejorar', 'ser', 'i5j', 'impact', 'context', 'basica', 'impacto', 'darlinghammond', 'hammerness', '5', 'implic', 'cada', 'et', 'crecient', 'vincul', 'chung', 'sid', 'struyf', 'wei', 'marco', 'tummons', 'conocimiento', 'evalu', 'kim', 'desarrollo', 'vez', 'mas', 'posgr', 'basic', 'i2', 'klette', 'examin', 'teaching', 'formacion', 'compar', 'ceulemans', 'rendimiento', 'revai', 'competent', 'desarroll', 'i3j', 'extiend', 'and', 'posgrado', 'australian', 'area', 'klett', 'estandar', 'localizado', 'localiz', 'australiano', 'introduc', 'etc', '4j', 'etapa', 'caracteristica', 'kriewaldt', 'numero', 'evaluacion', 'politico', 'examinado', 'toledo', 'ingvarson', 'sistem', 'i4', 'evident', 'andree', 'profesional', 'desarrollar', 'competencia', 'rendimient']"
1615,"La flexibilidad de las garantías es un elemento importante para las mujeres, porque los bienes, en particular la tierra, son tradicionalmente propiedad de los hombres. En 2007, el banco comercial Development Finance Company of Uganda, junto con la IFC y la Asociación de Mujeres Empresarias de Uganda, lanzaron el Programa de Mujeres Empresarias. Su enfoque especial en las PYME proporciona préstamos a mujeres empresarias sin requerir tierras como garantía"".",,"['enfoqu', 'mujer', 'requer', 'enfocar', 'tierra', 'proporcionar', 'propiedad', 'lanzar', 'comercial', 'prest', 'junto', 'banco', 'ifc', 'requerir', 'banc', 'junt', 'financ', 'hombr', 'garanti', 'proporcion', 'hombre', 'tradicionalmente', 'of', 'especial', 'lanz', 'element', 'asociacion', 'bien', 'garantia', 'particul', 'tierr', 'elemento', 'company', 'empresaria', 'pyme', 'propied', 'flexibil', 'asoci', 'importante', 'development', 'flexibilidad', 'finance', 'empresari', 'program', 'particular', 'prestar', 'import', 'ugando', 'garantiar', 'ugand', 'tradicional', 'programa']"
1616,"Se puede acceder al texto de esta recomendación en htln://www.un.org/womenwatch/daw/cedaw/recommendations/General%20recommendalion%2025%20(English).ndf. La proporción de mujeres en los parlamentos de la región árabe ha aumentado en general desde 1995 (Cuadro 2). Ha alcanzado más del 25 por ciento en Argelia, Irak, Mauritania, Sudán y Túnez, mostrando un aumento significativo después de la adopción de cuotas de género en estos países. Sin embargo, siguen existiendo grandes disparidades en la participación de las mujeres en toda la región, y la presencia de mujeres en el parlamento es casi nula en al menos siete países (Comoras, Egipto, Kuwait, Líbano, Omán, Qatar y Yemen).",,"['ndf', 'existir', 'aument', 'mujer', 'sudar', 'siet', 'casi', 'texto', 'presenci', 'yemen', 'general', 'dispar', 'kuwait', 'mostrar', 'aumento', 'proporcion', 'acced', 'pais', 'mauritania', 'acceder', 'qatar', 'despu', 'sud', 'particip', 'exist', 'recomendacion', 'poder', 'cient', 'htln', 'gener', 'disparidad', 'genero', 'despues ', 'nul', 'irak', 'sig', 'cuadr', 'cuadro', 'participacion', 'arab', 'adopcion', 'tunez', 'embargo', 'alcanz', 'cuot', 'liban', 'menos', 'pued', 'libano', 'parlament', 'embarg', 'siete', 'mauritani', 'wwwunorgwomenwatchdawcedawrecommendationsgeneral', 'mas', 'oman', 'comora', 'comor', 'arabir', 'grand', 'cuota', 'english', 'alcanzado', 'significativo', 'ciento', 'signific', '20recommendalion', 'argelia', 'presencia', 'mostr', 'yem', 'egipto', 'men', 'egipt', 'text', 'tod', 'seguir', 'país', 'recomend', 'parlamento', 'grande', 'nulo', 'qat', 'region', 'aumentado', 'argeli', 'todo']"
1617,"""No especialista"" incluye médico general, farmacéutico, enfermero, trabajador social u ""alguien más"". â€œ Cualquierâ€ tratamiento incluye tratamiento por especialista o no especialista. Este resultado se aplica a la proporción que buscó algún tratamiento, independientemente del proveedor específico, así como a la proporción que buscó ayuda de especialistas en salud mental (p. ej., psiquiatras).",,"['inclu', 'salud', 'cualqu', 'especialista', 'resultado', 'enfermer', 'medico', 'independient', 'busc', 'alguien', 'especif', 'general', 'ayuda', 'cualquiera', 'independientemente', 'aplicar', 'farmaceut', 'mas', 'psiquiatra', 'trabajador', 'proporcion', 'result', 'especial', 'p', 'farmaceutico', 'algui', 'ayud', 'ej', 'tratamient', 'psiquiatr', 'medic', 'algun', 'buscar', 'asi', 'u', 'trabaj', 'proveedor', 'incluir', 'enfermero', 'mental', 'aplic', 'especifico', 'social', 'tratamiento']"
1618,"En primer lugar, las remesas y otros beneficios para el hogar y la comunidad hacen que los beneficios de la emigración femenina sean más evidentes, lo que a su vez crea incentivos para aumentar la capacidad de las mujeres para migrar mediante la mejora del acceso de las mujeres a las oportunidades, los recursos y el poder. Por ejemplo, las mujeres que envían remesas ganan más respeto dentro de su familia y comunidad (Jolly y Reeves, 2005). Además, es menos probable que los padres que dependen de las remesas de sus hijas las obliguen a regresar a casa para casarse (Temin et al.,",,"['padr', 'aument', 'mujer', 'casar él', 'regres', 'regresar', 'oblig', 'hogar', 'oportun', 'incent', 'benefici', 'recurs', 'temin', 'obligar', 'cas', 'respeto', 'hacer', 'poder', 'acces', 'pod', 'cre', 'recurso', 'lug', 'probable', 'evidente', 'ejemplo', 'casa', 'emigracion', 'mejor', 'emigr', 'femenin', 'familia', 'enviar', 'hij', 'famili', 'reev', 'prim', 'gan', 'remesa', 'comun', 'oportunidad', 'migr', 'dentr', 'ejempl', 'capac', 'femenino', 'et', 'menos', 'dentro', 'hog', 'mediante', 'mediant', 'vez', 'mas', 'hija', 'beneficio', 'migrar', 'envi', 'jolly', 'depend', 'lugar', 'mejora', 'remes', 'hac', 'respet', 'men', 'primero', 'probabl', 'comunidad', 'incentivo', 'capacidad', 'acceso', 'ganar', 'evident', 'adema', 'padre', 'aumentar', 'depender', 'adem', 'creer']"
1619,"Pero el hecho es que son principalmente las mujeres las que se aprovechan de las políticas favorables a la familia, como los arreglos laborales flexibles, lo que perpetúa la idea de que las responsabilidades familiares son un asunto de mujeres. Si las mujeres son buenas para los negocios, ¿por qué tan pocas llegan a la cima y por qué tantas simplemente dejan de intentarlo? El teletrabajo y el trabajo a tiempo parcial o temporal pueden parecer atractivos a corto plazo como formas de hacer malabarismos con el trabajo y los compromisos familiares, pero la elección puede resultar costosa a largo plazo, no solo en términos de salario, sino también de pensiones y seguridad laboral. Las prácticas laborales favorables a la familia pueden facilitar la combinación del trabajo y la vida familiar, pero solo si tanto hombres como mujeres las aprovechan. Sin embargo, ¿los empleadores facilitan que hombres y mujeres compartan las responsabilidades domésticas y familiares fuera del lugar de trabajo?",,"['polit', 'costos', 'mujer', 'buen', 'resultar', 'pension', 'sol', 'tambi', 'cort', 'form', 'poco', 'trabajar', 'facilitar', 'temporal', 'politica', 'buena', 'sino', 'atractivo', 'parcial', 'compromis', 'intentar él', 'perpetua', 'hacer', 'domestica', 'simplement', 'poder', 'teletrabajo', 'tambien', 'facilit', 'plazo', 'cim', 'idea', 'compart', 'poc', 'solo', 'combinacion', 'pensión', 'lug', 'aprovechar', 'arregl', 'negocio', 'familia', 'flexibl', 'termino', 'malabarismo', 'corto', 'famili', 'forma', 'malabar', 'segur', 'llegar', 'negoci', 'empleador', 'compromiso', 'tant', 'embargo', 'dejar', 'perpetu', 'pued', 'embarg', 'aprovech', 'ide', 'tiempo', 'largo', 'tiemp', 'hombre', 'favor', 'result', 'hech', 'practica', 'cimo', 'laboral', 'termin', 'arreglo', 'simplemente', 'trabaj', 'favorable', 'vid', 'combin', 'teletrabaj', 'lugar', 'practic', 'plaz', 'costoso', 'asunto', 'respons', 'larg', 'vida', 'tanto', 'intent', 'salario', 'hac', 'hecho', 'principalmente', 'hombr', 'seguridad', 'parecer', 'compartar', 'eleccion', 'principal', 'sin', 'lleg', 'asunt', 'familiar', 'tan', 'dej', 'atract', 'salari', 'parec', 'si', 'domest', 'responsabilidad']"
1620,"Los alumnos noruegos de quinto grado, que fue la población principal en 2015, obtuvieron una puntuación media de 549, superior a la de Finlandia y Dinamarca. Nuevamente, los puntajes noruegos son significativamente más bajos, principalmente debido a su menor edad. Con el cambio de la población principal al grado 5, la puntuación noruega en ciencias fue de 538, ligeramente por debajo de la puntuación sueca de 540. En 2015, los estudiantes noruegos de noveno grado obtuvieron una puntuación media de 512 en matemáticas y una puntuación media de 509 en ciencias. Estos estudiantes tienen la misma edad que los estudiantes suecos de octavo grado. Como se muestra en las Figuras 5-7, todos los países nórdicos excepto Finlandia han tenido resultados con variaciones bastante pequeñas alrededor del promedio de la OCDE durante todo el período.",,"['finlandio', 'debaj', 'muestr', 'promedi', '57', 'quint', 'mostrar', 'norueg', 'medio', 'pais', 'obtener', 'pequena', 'estudiante', 'period', 'cambio', 'estudi', 'baj', 'puntuacion', 'nordico', 'cienci', 'mismo', 'excepto', 'menor', 'octavo', 'bajo', 'alumn', 'cambi', 'ocde', 'ciencia', 'obtuv', 'bastante', 'nuev', 'alrededor', 'quinto', 'edad', 'octav', 'grado', 'promedio', 'except', 'deb', 'debido', 'matematica', 'dinamarc', 'nordic', 'noven', 'noveno', 'bastant', 'noruego', 'matemat', 'debajo', 'mas', 'alumno', 'result', 'sueco', 'pequen', 'suec', 'superior', 'grad', 'signific', 'ligeramente', 'figur', 'figura', 'liger', 'resultado', 'puntaj', 'mism', 'variacion', 'nuevamente', 'principalmente', 'variación', 'principal', 'finlandi', 'país', 'significativamente', 'dinamarca', 'poblacion', 'medi', 'periodo']"
1621,"El desarrollo de las estadísticas de género debe concretarse dentro del marco legal de los sistemas estadísticos oficiales (Naciones Unidas, 2006). De crucial importancia para mejorar la disponibilidad de estadísticas de género es la especificación de requisitos formales para el desglose por sexo y la incorporación de una perspectiva de género dentro de la legislación estadística nacional que regula la producción y difusión de estadísticas oficiales. Con el fin de ampliar la gama de información disponible para el análisis de género, es necesario establecer requisitos no solo para las estadísticas ya recopiladas oficialmente por la oficina nacional de estadística, sino también para otras fuentes de datos, en particular los datos administrativos recopilados y difundidos por otros organismos gubernamentales. y por organizaciones de los sectores público y privado (Naciones Unidas, 2006).",,"['sex', 'establecer', 'publico', 'sol', 'nacional', 'tambi', 'difundido', 'requisit', 'fuente', 'legisl', 'difusion', 'organ', 'sino', 'sistema', 'marc', 'nacion', 'legal', 'difund', 'informacion', 'importancia', 'perspect', 'legislacion', 'tambien', 'priv', 'oficialmente', 'sexo', 'concretar él', 'solo', 'recopilado', 'gener', 'public', 'mejor', 'establec', 'administr', 'requisito', 'oficial', 'inform', 'genero', 'dispon', 'especificacion', 'necesario', 'incorpor', 'oficín', 'mejorar', 'regul', 'fin', 'disponibilidad', 'organismo', 'deb', 'dentr', 'dato', 'sector', 'marco', 'dat', 'dentro', 'especif', 'disponible', 'desarrollo', 'incorporacion', 'privado', 'deber', 'perspectiva', 'administrativo', 'desg él él', 'ampli', 'desarroll', 'crucial', 'organiz', 'desglos', 'unidas', 'estadistica', 'recopil', 'fuent', 'nación', 'necesari', 'gam', 'gama', 'analisis', 'oficin', 'estadist', 'concret', 'disponibil', 'sin', 'particul', 'unid', 'ampliar', 'estadistico', 'sistem', 'regular', 'organización', 'produccion', 'particular', 'formal', 'import', 'gubernamental']"
1622,"Las reformas laborales, la legislación para combatir la violencia contra las mujeres y las leyes de igualdad y no discriminación son ejemplos de resultados concretos facilitados a través del trabajo de las instituciones nacionales de género (Johan, 2010). En la región MENA, por ejemplo, las instituciones de género en Egipto presionaron al Parlamento para que cambiara las leyes de nacionalidad, las leyes de pensión, la ley de exención de impuestos1, la ley de fondo de pensión alimenticia y la ley de familia. En Jordania, la edad legal para contraer matrimonio se elevó mediante reformas legales apoyadas por las instituciones nacionales de género (Ibíd.).",,"['apoyado', 'mujer', 'region', 'presion', 'exencion', 'discriminacion', 'institución', 'presionar', 'jordania', 'igualdad', 'pension', 'parlament', 'resultado', 'cambi', 'gener', 'nacional', 'elevo', 'fond', 'ibid', 'jordani', 'ejemplo', 'mediante', 'mediant', 'alimentici', 'egipto', 'men', 'concreto', 'institu', 'trabajar', 'familia', 'discrimin', 'legisl', 'egipt', 'impuestos1', 'result', 'facilitado', 'combatir', 'concret', 'matrimoni', 'genero', 'violenci', 'nacionalidad', 'famili', 'edad', 'cambiar', 'reform', 'elev', 'trav', 'legal', 'combat', 'iguald', 'laboral', 'parlamento', 'fondo', 'ley', 'apoy', 'reforma', 'alimenticia', 'contraer', 'mena', 'legislacion', 'ejempl', 'trabaj', 'johaber', 'matrimonio', 'violencia', 'joh', 'facilit', 'contr']"
1623,"El gasto farmacéutico puede reducirse haciendo un uso más eficaz de las prácticas de contratación pública y fomentando la prescripción de genéricos. Hungría informa entre las tasas de mortalidad más altas tanto para los cánceres prevenibles (p. ej., cáncer de pulmón) como para los cánceres tratables (p. ej., cáncer de mama, de cuello uterino y de colon). Existen programas nacionales para promover la detección periódica del cáncer de mama y de cuello uterino, pero las tasas de detección entre las mujeres del grupo de edad objetivo siguen siendo bajas.",,"['practic', 'tas', 'existir', 'contratacion', 'mujer', 'deteccion', 'fomentar', 'publicar', 'generico', 'pued', 'pulmon', 'informar', 'gener', 'nacional', 'tasa', 'cancer', 'public', 'objetivo', 'grup', 'hac', 'cuello', 'hungrio', 'periodico', 'promover', 'uterin', 'contrat', 'farmaceut', 'mas', 'mam', 'canc', 'inform', 'objet', 'reduc', 'grupo', 'practica', 'p', 'edad', 'seguir', 'farmaceutico', 'reducir él', 'promov', 'eficaz', 'siend', 'sig', 'mama', 'prescripcion', 'period', 'ej', 'uso', 'cuell', 'ser', 'mortal', 'gasto', 'baj', 'hacer', 'altas', 'gast', 'program', 'baja', 'hungri', 'preven', 'colon', 'alto', 'exist', 'mortalidad', 'foment', 'uterino', 'poder', 'prevenibl', 'programa', 'tratabl']"
1624,"Las formas dañinas de alcohol son motivo de preocupación para los gobiernos y los empleadores privados, ya que pueden tener un impacto negativo en el empleo y los salarios, y reducir la productividad en el trabajo. De hecho, se ha demostrado que el abuso del alcohol tiene resultados negativos en el mercado laboral, aunque con algunos resultados mixtos según los patrones de bebida y el género (consulte la Sección 5). Por lo tanto, la prevención del uso nocivo del alcohol y las enfermedades crónicas relacionadas puede conducir a ganancias sustanciales en la producción económica a través de una fuerza laboral más sana y activa. Los hallazgos presentados en este informe no están exentos de limitaciones.",,"['abuso', 'presentado', 'economico', 'activ', 'patrón', 'abus', 'empleo', 'exento', 'form', 'trabajar', 'beb', 'reducir', 'relacion', 'mercado', 'san', 'consultir', 'poder', 'present', 'prevencion', 'priv', 'product', 'limitación', 'negat', 'gener', 'productividad', 'exent', 'activo', 'inform', 'gobierno', 'consult', 'hallazg', 'estan', 'genero', 'forma', 'segun', 'hallazgo', 'bebido', 'danin', 'gananci', 'sustancial', 'empleador', 'impact', 'informir', 'impacto', 'demostrado', 'econom', 'mixto', 'seccion', 'negativo', 'pued', 'gobi', 'enfermedad', 'ganancia', 'fuerz', 'preocupacion', 'motiv', 'estar', 'preocup', 'mas', 'danina', 'patron', 'result', 'reduc', 'privado', 'hech', 'aunque', 'conduc', 'alcohol', 'mixt', 'laboral', 'uso', 'trabaj', 'demostr', 'sano', 'cronica', 'limit', 'resultado', 'tener', 'salario', 'nociv', 'hecho', 'emple', 'cronic', 'aunqu', 'trav', 'motivo', 'salari', 'relacionado', 'merc', 'fuerza', 'produccion', 'nocivo', 'conducir', 'ten']"
1625,"Este patrón muestra los impactos que tener un hijo puede tener sobre la participación en el mercado laboral y los ingresos de las mujeres y, en consecuencia, sobre los beneficios de pensión. En estos y otros tipos de sistemas de pensión que vinculan los beneficios con el empleo y los ingresos anteriores, los beneficios tienden a reflejar las ""desventajas acumuladas de las mujeres por la participación de toda una vida en un mercado laboral con sesgo de género"" (Comisión Europea 2013:21). De hecho , cuando los derechos de protección social están asociados al trabajo remunerado, y no existen o existen mecanismos insuficientes para reconocer y recompensar otro tipo de contribuciones que las personas realizan a la sociedad (como el trabajo no remunerado), las desigualdades de género en el mercado laboral se transmiten al sistema de protección social (Razaví 2011).",,"['existir', 'mujer', 'muestr', 'transmit', 'recompens', 'pension', 'razavi', 'remunerado', 'acumulado', 'sesgo', 'empleo', 'trabajar', 'benefici', 'mostrar', 'realiz', 'socied', 'tender', 'derecho', 'reflejar', 'consecuent', 'sistema', 'mercado', 'derech', 'particip', 'exist', 'poder', 'social', 'hijo', 'contribu', 'anterior', 'gener', 'remuner', 'ingres', 'tip', '201321', 'estan', 'genero', 'sociedad', 'hij', 'asoci', 'participacion', 'impact', 'impacto', 'persona', 'transmitar', 'vincul', 'desventaj', 'pued', 'europeo', 'desigualdad', 'estar', 'patron', 'hech', 'vincular', 'beneficio', 'consecuencia', 'laboral', 'person', 'reflej', 'acumul', 'tipo', 'trabaj', 'vid', 'sesg', 'mecanismo', 'reconocer', 'tiend', 'tener', 'vida', 'desventaja', 'hecho', 'insuficient', 'emple', 'contribución', 'mecan', 'tod', 'realizar', 'ingreso', 'reconoc', 'merc', 'sistem', 'comision', 'europe', 'asociado', 'recompensar', 'ten', 'proteccion', 'todo']"
1626,"Los largos tiempos de espera para los servicios cubiertos pueden impedir gravemente el acceso a la atención y empeorar la salud de los pacientes que requieren un procedimiento. Los tiempos de espera se han medido en varios países de la OCDE, aunque no necesariamente de manera homogénea (Siciliani et al., La calidad de la atención tiene múltiples dimensiones y la OCDE ahora propone un conjunto de indicadores en diferentes dominios que pueden ser utilizados por país con sistemas de información apropiados ¿Qué proporción de los costos se cubre?",,"['salud', 'multipl', 'indicador', 'ahor', 'dimension', 'gravemente', 'imped', 'cubierto', 'utilizado', 'proporcion', 'dimensión', 'pais', 'siciliani', 'empeor', 'servicio', 'sistema', 'manera', 'diferent', 'informacion', 'calid', 'cost', 'homogeneo', 'ahora', 'poder', 'acces', 'proponer', 'domini', 'calidad', 'ocde', 'servici', 'med', 'conjunt', 'inform', 'dominio', 'apropiado', 'cubr', 'procedimiento', 'proced', 'paciente', 'ser', 'impedir', 'atencion', 'et', 'utiliz', 'pued', 'diferente', 'tiempo', 'vari', 'largo', 'varios', 'tiemp', 'conjunto', 'aunque', 'propon', 'pai', 'cubrir', 'costo', 'empeorar', 'indic', 'homogene', 'medido', 'larg', 'necesari', 'requerir', 'esper', 'gravement', 'cubiert', 'pacient', 'necesariamente', 'apropi', 'esperar', 'requier', 'maner', 'aunqu', 'acceso', 'sistem', 'país']"
1627,"Existen pautas nacionales para fumar, el consumo de alcohol, la actividad física y la dieta; se espera que el personal de atención primaria aconseje a los pacientes sobre estos hábitos de estilo de vida y ofrezca asesoramiento, apoyo y remisiones. Para los pacientes que requieren atención a largo plazo, la responsabilidad del paciente se transfiere al municipio una vez que se ha desarrollado un plan de atención. Las responsabilidades y los arreglos para la atención primaria en el contexto de la atención a largo plazo para los ancianos son variables.",,"['existir', 'ofrezc', 'habit', 'plaz', 'remisión', 'pauta', 'responsabilidad', 'anciano', 'activ', 'fisico', 'personal', 'respons', 'larg', 'vida', 'nacional', 'desarrollado', 'dietar', 'actividad', 'requerir', 'largo', 'estil', 'primari', 'esper', 'transfier', 'consumo', 'consum', 'arregl', 'fumar', 'asesoramiento', 'paut', 'pacient', 'vez', 'municipio', 'contexto', 'diet', 'remision', 'asesor', 'fum', 'esperar', 'primario', 'requier', 'habito', 'apoyo', 'aconsejir', 'transferir', 'alcohol', 'paciente', 'ancian', 'variable', 'municipi', 'arreglo', 'apoy', 'context', 'ofrecer', 'plazo', 'fisic', 'variabl', 'exist', 'plan', 'vid', 'aconsej', 'estilo', 'atencion', 'desarroll']"
1628,"Una reforma a fines de la década de 1970 fortaleció la formación docente y la hizo altamente selectiva. La formación docente pasó de los colegios de profesores a las universidades, y los profesores de primaria debían tener un título de maestría. En la actualidad, la formación docente está a cargo de nueve universidades, de las cuales ocho cuentan con escuelas de formación docente.",,"['debiar', 'altamente', 'cual', 'profesor', 'colegio', 'docente', 'ocho', 'tener', 'nueve', 'colegi', 'debi', 'select', 'primari', 'fortalecio', 'paso', 'dec', 'maestri', 'titulo', 'alt', 'cuent', 'cargo', 'nuev', 'contar', 'fortaleci', 'primario', 'selectivo', 'maestrio', 'carg', 'hiz', 'universidad', 'reform', 'escuela', 'actualidad', 'formacion', 'fin', 'univers', 'docent', 'escuel', 'decado', 'hacer', 'reforma', 'titul', 'ten', 'pas', 'actual']"
1629,"Se lanzó un piloto en 2005-07 en los sectores de la moda y la mecánica automotriz (pero sin una evaluación formal de los resultados) (Ministerio de Formación Profesional y Empleo, 2012). Además, apoya la inclusión social, al permitir que los adultos con educación formal limitada obtengan el reconocimiento de las competencias adquiridas mientras trabajaban, ayudándolos así a avanzar en sus carreras. Finalmente, también funciona como una herramienta para premiar el aprendizaje y las habilidades, ambos adquiridos en entornos informales.",,"['funcion', 'ministeri', 'limit', 'adquirido', 'moda', 'carrera', 'adult', 'limitado', 'lanzar', 'mientr', 'mientras', 'resultado', 'entorno', 'sector', 'adulto', 'tambi', 'permitir', 'evalu', 'obtengan', 'obteng', 'informal', 'herramienta', 'premi', 'premiar', 'habil', 'avanzar', 'empleo', 'aprendizaj', 'trabajar', 'emple', 'adquir', 'avanz', 'result', 'adquirida', 'lanz', 'pilot', 'finalmente', 'mod', 'mecan', 'inclusion', 'herramient', '200507', 'evaluacion', 'ministerio', 'ayud', 'carrer', 'competent', 'entorn', 'funcionar', 'permit', 'reconoc', 'formacion', 'educ', 'ambos', 'piloto', 'apoyar', 'habilidad', 'profesional', 'apoy', 'adema', 'final', 'ayudando él', 'reconocimiento', 'formal', 'asi', 'aprendizaje', 'trabaj', 'mecanico', 'automotriz', 'competencia', 'adem', 'tambien', 'educacion', 'social']"
